Die dem RKI übermittelte COVID-19-Fälle nach Meldewoche und  Geschlecht sowie Anteile mit für COVID-19 relevanten Symptomen, Anteile Hospitalisierter und Verstorbener für die Meldewochen KW 10 – 53/2020 und KW 01 - 12/2021;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil hospitalisiert;Anzahl Verstorben;Anteil Verstorben
2020;48;123287;44;0.46551667836792004;0.5344833216320799;82179;0.155;89610;8234;9.188706617565004E-2;3485;2.826737612E-2
2020;49;128502;45;0.45912615346018454;0.54087384653981541;87039;0.142;93652;9071;9.6858582838593943E-2;4346;3.382048528E-2
2020;50;156533;46;0.45386421381018238;0.54613578618981762;106251;0.145;113575;11079;9.7547875852960597E-2;5570;3.5583551069999997E-2
2020;51;174930;46;0.4518118069708798;0.54818819302912014;117184;0.144;125367;12313;9.8215638884235887E-2;6233;3.5631395410000002E-2
2020;52;139245;48;0.44491556082948641;0.55508443917051353;90749;0.157;99133;10884;0.10979189573603139;5534;3.9742899200000001E-2
2020;53;123184;49;0.44120946150634122;0.55879053849365878;83366;0.134;89375;10700;0.11972027972027972;5496;4.4616183910000003E-2
2021;1;145482;48;0.45082410721718141;0.54917589278281864;100238;0.132;105494;10737;0.10177830018768839;5474;3.7626647970000003E-2
2021;2;118986;48;0.45434710631542308;0.54565289368457692;80139;0.158;86517;9499;0.10979345099806974;4856;4.0811524039999998E-2
2021;3;95584;48;0.4581236084290945;0.5418763915709055;66118;0.157;72063;8471;0.11754992159638095;3864;4.0425175760000001E-2
2021;4;78253;48;0.46321690939554067;0.53678309060445939;54595;0.159;60457;7135;0.11801776469226062;2905;3.7123177379999997E-2
2021;5;64648;46;0.47373598575934545;0.52626401424065461;45783;0.160;50559;6088;0.12041377400660615;2071;3.2035020409999997E-2
2021;6;50865;45;0.48387416496521102;0.51612583503478904;36694;0.164;40016;4858;0.1214014394242303;1531;3.0099282410000001E-2
2021;7;52506;44;0.49183818310858762;0.50816181689141238;38264;0.163;41751;4804;0.11506311226078417;1288;2.4530529839999999E-2
2021;8;56480;42;0.49720431639303392;0.50279568360696603;41042;0.158;44398;4430;9.9779269336456602E-2;998;1.766997167E-2
2021;9;58492;40;0.50715612743411542;0.49284387256588452;42256;0.155;45447;3922;8.6298325522036659E-2;732;1.25145319E-2
2021;10;71416;39;0.50273008169081645;0.49726991830918349;49323;0.154;52938;4140;7.8204692281536897E-2;607;8.49949591E-3
2021;11;92574;39;0.50411084043848964;0.49588915956151036;61469;0.153;66438;4262;6.4150034618742288E-2;372;4.0184068900000003E-3
2022;12;114770;38;0.50760349197409182;0.49239650802590818;62803;0.162;74207;3627;4.8876790599269609E-2;142;1.23725712E-3
