Die dem RKI übermittelten COVID-19-Fälle nach Meldewoche und  Geschlecht sowie Anteile mit für COVID-19 relevanten Symptomen, Anteile Hospitalisierter und Verstorbener für die Meldewochen KW 10 – 53/2020 und KW 01 - 15/2021;;;;;;;;;;;;
Meldejahr;MW;Fälle gesamt;Mittelwert Alter (Jahre);Männer;Frauen;Anzahl mit Angaben zu Symptomen;Anteil keine, bzw. keine für COVID-19 bedeutsamen Symptome;Anzahl mit Angaben zur Hospitalisierung;Anzahl hospitalisiert;Anteil hospitalisiert;Anzahl Verstorben;Anteil Verstorben
2021;1;145489;48;0.45085270027533308;0.54914729972466692;101341;0.132;106583;10811;0.10143268626328776;5521;3.7947886090000001E-2
2021;2;119012;48;0.45429934143526379;0.54570065856473626;81045;0.157;87211;9547;0.10947013564802605;4912;4.1273148920000002E-2
2021;3;95580;48;0.45819440341028994;0.54180559658971006;66628;0.157;72401;8501;0.11741550531070012;3909;4.089767733E-2
2021;4;78248;48;0.46310376823547605;0.53689623176452395;55045;0.159;60909;7181;0.11789719089132969;2959;3.7815663020000001E-2
2021;5;64679;46;0.47374662568071529;0.52625337431928476;46412;0.160;51002;6152;0.12062272067762049;2117;3.2730870910000001E-2
2021;6;50855;45;0.48378399809689954;0.51621600190310046;37285;0.164;40423;4942;0.1222571308413527;1589;3.1245698549999999E-2
2021;7;52500;44;0.4917812685808543;0.50821873141914575;38562;0.163;42042;4868;0.11578897293183008;1368;2.6057142849999999E-2
2021;8;56479;42;0.49713329297389697;0.50286670702610303;41513;0.157;44859;4519;0.10073786754051584;1112;1.9688733860000002E-2
2021;9;58521;40;0.50704031634144242;0.49295968365855758;43157;0.155;46156;4059;8.794089609151573E-2;908;1.551579774E-2
2021;10;71470;39;0.50271968885632157;0.49728031114367849;51926;0.155;54983;4492;8.1697979375443319E-2;932;1.304043654E-2
2021;11;92815;39;0.50400494250008132;0.49599505749991873;65879;0.153;70094;5135;7.3258766798870084E-2;994;1.0709475830000001E-2
2021;12;116666;38;0.50792883471595174;0.49207116528404826;78845;0.155;86285;5908;6.8470765486469257E-2;1032;8.84576483E-3
2021;13;110482;39;0.51245259626604434;0.48754740373395566;71816;0.152;79097;5611;7.0938215102974822E-2;857;7.7569196700000001E-3
2021;14;118417;39;0.5078737143002986;0.4921262856997014;74603;0.137;82456;5424;6.5780537498787234E-2;496;4.18858778E-3
2021;15;140789;38;0.5102487705065154;0.4897512294934846;74445;0.157;89745;3965;4.4180734302746674E-2;180;1.2785089700000001E-3
