# Berichtsdatum;Anzahl COVID-19-Fälle;;Differenz Vortag Fälle;Todesfälle;Differenz Vortag Todesfälle;Fall-Verstorbenen-Anteil;Fälle ohne Todesfälle;;;;;;;;
2021-03-26;2734753;;21573;75623;183;2.7652588734704744E-2;2659130;;;;;;;;
2021-03-27;2755225;;20472;75780;157;2.7504105835276609E-2;2679445;;;;;;;;
2021-03-28;2772401;;17176;75870;90;2.7366171055341563E-2;2696531;;;;;;;;
2021-03-29;2782273;;9872;75913;43;2.7284525997269139E-2;2706360;;;;;;;;
2021-03-30;2791822;;9549;76093;180;2.7255677475139892E-2;2715729;;;;;;;;
2021-03-31;2808873;;17051;76342;249;2.7178872095676807E-2;2732531;;;;;;;;
2021-04-01;2833173;;24300;76543;201;2.7016705298264526E-2;2756630;;;;;;;;
2021-04-02;2855061;;21888;76775;232;2.6890844013490428E-2;2778286;;;;;;;;
2021-04-03;2873190;;18129;76895;120;2.6762935970123799E-2;2796295;;;;;;;;
2021-04-04;2885386;;12196;76963;68;2.6673380961853978E-2;2808423;;;;;;;;
2021-04-05;2893883;;8497;77013;50;2.6612340581841077E-2;2816870;;;;;;;;
2021-04-06;2900768;;6885;77103;90;2.6580202208518571E-2;2823665;;;;;;;;
2021-04-07;2910445;;9677;77401;298;2.6594214973998821E-2;2833044;;;;;;;;
2021-04-08;2930852;;20407;77707;306;2.6513450696248053E-2;2853145;;;;;;;;
2021-04-09;2956316;;25464;78003;296;2.6385203746825441E-2;2878313;;;;;;;;
2021-04-10;2980413;;24097;78249;246;2.625441507603141E-2;2902164;;;;;;;;
2021-04-11;2998268;;17855;78353;104;2.6132753976629175E-2;2919915;;;;;;;;
2021-04-12;3011513;;13245;78452;99;2.605069279129793E-2;2933061;;;;;;;;
2021-04-13;3022323;;10810;78746;294;2.6054792952308538E-2;2943577;;;;;;;;
2021-04-14;3044016;;21693;79088;342;2.5981466588874697E-2;2964928;;;;;;;;
2021-04-15;3073442;;29426;79381;293;2.5828045559343562E-2;2994061;;;;;;;;
2021-04-16;3099273;;25831;79628;247;2.5692476913134144E-2;3019645;;;;;;;;
2021-04-17;3123077;;23804;79847;219;2.5566772769291313E-2;3043230;;;;;;;;
2021-04-18;3142262;;19185;79914;67;2.5431997713748884E-2;3062348;;;;;;;;
2021-04-19;3153699;;11437;80006;92;2.5368939775165605E-2;3073693;;;;;;;;
2021-04-20;3163308;;9609;80303;297;2.538576705145373E-2;3083005;;;;;;;;
2021-04-21;3188192;;24884;80634;331;2.5291450452168501E-2;3107558;;;;;;;;
2021-04-22;3217710;;29518;80893;259;2.5139928707061856E-2;3136817;;;;;;;;
2021-04-23;3245253;;27543;81158;265;2.5008219698125229E-2;3164095;;;;;;;;
2021-04-24;3268645;;23392;81444;286;2.4916746847699889E-2;3187201;;;;;;;;
2021-04-25;3287418;;18773;81564;120;2.4810961064275976E-2;3205854;;;;;;;;
2021-04-26;3299325;;11907;81624;60;2.4739605828464913E-2;3217701;;;;;;;;
2021-04-27;3310301;;10976;81968;344;2.4761494498536537E-2;3228333;;;;;;;;
2021-04-28;3332532;;22231;82280;312;2.4689935460484702E-2;3250252;;;;;;;;
2021-04-29;3357268;;24736;82544;264;2.4586657961175575E-2;3274724;;;;;;;;
2021-04-30;3381597;;24329;82850;306;2.4500258309905053E-2;3298747;;;;;;;;
2021-05-01;3400532;;18935;83082;232;2.4432059454226576E-2;3317450;;;;;;;;
2021-05-02;3416822;;16290;83192;110;2.4347771115966824E-2;3333630;;;;;;;;
2021-05-03;3425982;;9160;83276;84;2.4307191339592561E-2;3342706;;;;;;;;
2021-05-04;3433516;;7534;83591;315;2.4345597923527952E-2;3349925;;;;;;;;

# 
# Stand: 2021-05-04 05:44:01;;;;
