<< Inhaltsverzeichnis;;;;;;;;;;
"Statistische Wochenberichte
Gewinnung von Steinen und Erden, sonstiger Bergbau ;-3.258845;-2.40616;0.256849;7.655502;8.461538;-6.997455;3.44523;-3.928266;-24.8;-13.593381
Erbringung von Dienstleistungen für den Bergbau und ;;;;;;;;;;
;;;;;;;;;;
für die Gewinnung von Steinen und Erden ;33.292831;7.383774;5.629771;-12.625801;-32.126348;-0.413223;-24.43686;-13.730804;-7.748691;9.421112
Verarbeitendes Gewerbe ;-4.166667;-9.881423;-3.91595;-1.148325;3.013393;-9.756098;2.13198;2.683897;-10.648596;-7.80065
H. v. von Nahrungs- und Futtermitteln  ;1.277014;-2.133851;-3.155127;-6.388642;-0.898204;-14.697406;5.038023;-4.524887;-5.876777;-10.574018
Getränkeherstellung ;0;-5.365854;-5.679513;-10.633727;-2.36305;-20.21978;-13.165266;-10.537634;9.254808;-20.132013
Tabakverarbeitung ;-14.02439;-11.111111;2.284946;-7.901554;10.98546;-6.095979;-14.876957;-6.570302;-3.375527;5.385735
H. v. Textilien ;-1.472031;-8.266932;-5.106778;3.423968;9.52381;-13.096447;1.894317;0.489237;-21.616358;6.335404
H. v. Bekleidung ;-3.340517;-19.509476;-13.630573;-15.275995;-22.002472;-23.566879;-15.25;-2.654867;-4.393939;14.104596
H. v. Leder, Lederwaren und Schuhen ;-2.031394;-16.588124;-2.922374;-11.022928;-12.470309;-24.976701;8.138352;-5.079962;-26.957384;9.226594
;;;;;;;;;;
H. v. Holz-, Flecht-, Korb- und Korkwaren (ohne Möbel) ;-1.709402;4.444444;9.267432;13.345356;18.383167;-2.109705;5.811966;1.534733;-14.956245;-13.189897
H. v. Papier, Pappe und Waren daraus ;-2.014099;-3.391572;-2.237354;0.406504;8.657465;-5.876494;3.608247;-1.691542;-12.348178;9.122402
"H. v. Druckerzeugnissen; Vervielfältigung von be- ";;;;;;;;;;
;;;;;;;;;;
spielten Ton-, Bild- und Datenträgern ;-6.743941;-12.090395;-10.165975;-7.319699;-3.555046;-14.547677;2.850356;-0.577367;-2.32288;-16.884661
Kokerei und Mineralölverarbeitung ;-2.683179;-0.530223;0.515464;3.24748;-6.10766;-7.043651;4.83871;-5.435897;-1.626898;3.307607
H. v. chemischen Erzeugnissen ;-3.115578;-0.622407;2.760736;6.162162;13.776722;1.160542;10.318332;-2.288557;-2.443992;9.185804
H. v. chemischen Grundstoffen usw. ;-2.661208;-0.105152;3.948773;5.784205;14.675768;3.35249;14.453584;-2.361396;5.993691;7.043651
H. v. Chemiefasern ;-9.674027;-12.107101;1.764706;8.163265;4.206242;-5.064782;7.990012;-1.965318;-9.433962;4.947917
H. v. pharmazeutischen Erzeugnissen ;-15.669291;0.186741;-6.099656;0;11.620112;-2.085308;-4.290718;3.110704;-11.357587;3.403403
H. v. Gummi- und Kunststoffwaren ;-2.367424;-8.14743;-1.471941;2.007648;8.862434;-7.04501;3.77907;-0.373483;-22.867854;15.431349
H. v. Gummiwaren ;-2.01005;-17.230769;-8.921569;-6.402439;-1.157742;-13.960396;2.651934;-0.861141;-25.841477;27.232796
H. v. Kunststoffwaren ;-2.513966;-5.730659;0.542495;4.135338;11.354839;-5.165692;4.022451;-0.359712;-22.111913;12.746234
H. v. Glas und Glaswaren, Keramik, Verarbeitung von ;;;;;;;;;;
Steinen und Erden ;-1.525262;-1.645692;1.229148;3.863845;10.5;-3.019744;2.580071;-2.081526;-21.70062;-5.542986
Metallerzeugung und -bearbeitung ;-6.213018;-12.828601;-4.140787;1.220866;6.056338;-5.646037;5.707763;-1.511879;-17.434211;15.405046
H. v. Metallerzeugnissen ;-3.659652;-10.636277;-4.185623;0.462107;7.77512;-7.222787;2.332362;3.22887;-17.111316;1.220866
H. v. Datenverarbeitungsgeräten, elektronischen und ;;;;;;;;;;
optischen Erzeugnissen ;2.624434;-6.17284;-5.751073;4.127257;4.83304;-3.267974;0;10.291439;-1.486375;-13.160101
H. v. elektrischen Ausrüstungen  ;-6.535948;-6.693307;-2.173913;1.357905;9.090909;-5.670103;2.678571;0.966184;-16.172249;4.452055
Maschinenbau ;-3.016023;-12.633625;-9.775171;-6.666667;-4.933921;-8.254717;-4.054054;7.692308;8.551308;-27.8962
H. v. Kraftwagen und Kraftwagenteilen ;-11.337209;-23.825137;-4.234528;-2.308499;3.543914;-23.803681;4.626335;5.555556;-27.819549;-7.589286
Sonstiger Fahrzeugbau ;7.038627;-7.377706;-6.732976;-10.136592;-5.146406;-20.914543;1.161826;2.543068;-14.48;-1.309635
Schiff- und Bootsbau ;3.771849;-4.343972;-4.225352;-6.523534;-9.60396;-13.823065;4.114833;4.044118;-19.34629;19.496166
Luft- und Raumfahrzeugbau ;7.30897;-11.687307;-13.995649;-13.932107;-14.285714;-24.893617;-0.419815;2.613828;-21.117502;10.3125
H. v. Möbeln  ;-1.234568;-6.145833;1.240458;2.756654;6.968215;-11.810155;0.664137;1.885014;-19.056429;-8.685714
H. v. sonstigen Waren ;-1.35257;-2.74223;1.079734;5.315615;4.244817;-6.335283;5.91819;4.190633;-16.719243;-8.996212
Reparatur und Installation von Maschinen und ;;;;;;;;;;
Ausrüstungen ;2.616822;-9.744991;-4.029304;-7.220823;-8.52982;-11.048478;4.17495;5.438931;19.366516;-40.181956
Energieversorgung ;-6.445116;-6.996771;0.736842;-4.141414;-2.639594;-4.637681;16.565164;-0.835946;1.053741;2.919708
Baugewerbe ;3.222836;4.460303;4.112903;6.704362;15.645695;-15.639269;3.528468;2.32378;5.753217;-47.100931
darunter:;;;;;;;;;;
Bauhauptgewerbe ;5.877342;5.390185;3.829787;6.730769;5.02008;-20.786517;-0.813008;-1.434426;-27.512128;-19.120459
Hochbau ;6.04534;4.908947;3.528582;6.263817;4.607843;-20.595968;-0.271924;-1.704158;-26.005548;-15.089035
Tiefbau ;5.585106;6.801008;4.450826;7.99701;6.430868;-21.428571;-2.348993;-0.687285;-31.280277;-30.21148
Hochbau (inklusive Ausbaugewerbe) ;2.965709;4.230423;4.019688;6.44898;16.532905;-14.857143;4.448105;2.839117;11.349693;-48.69146
Ausbaugewerbe ;0.981354;3.692906;4.316547;6.5915;21.329438;-9.98632;8.007449;5.948276;35.150529;-60.38531
;;;;;;;;;;

1 Ergebnisse für den aktuellen Monat vorläufig.;;;;;;;;;;
