<< Inhaltsverzeichnis;;;;;;;;;;
"Statistische Wochenberichte
Grundzahlen";;;;;;;;;;
;Einheit;  2018  ;  2019  ;  2020  ;Aug. 20 ;Sep. 20 ;Okt. 20 ;Nov. 20 ;Dez. 20 ;Jan. 21 
;;;;;;;;;;
Produzierendes Gewerbe;;;;;;;;;;
Produktionsindex für das Produzierende Gewerbe1 ;;;;;;;;;;
Kalenderbereinigt;;;;;;;;;;
Produzierendes Gewerbe ;2015 = 100;105.800000;102.500000;93.900000;88.300000;99.000000;101.700000;106.000000;97.600000;88.600000
;;;;;;;;;;
Produzierendes Gewerbe (ohne Baugewerbe) ;2015 = 100;105.300000;100.800000;90.300000;84.000000;95.300000;97.800000;101.900000;91.100000;90.300000
Bergbau und Verarbeitendes Gewerbe ;2015 = 100;105.700000;101.300000;90.500000;84.200000;96.200000;98.000000;102.400000;90.800000;89.700000
;;;;;;;;;;
Produzierendes Gewerbe (ohne Energie und Baugewerbe) ;2015 = 100;105.900000;101.700000;90.800000;84.300000;96.500000;98.300000;102.700000;91.000000;89.800000
Vorleistungsgüter ;2015 = 100;105.500000;101.800000;94.900000;91.300000;98.500000;103.000000;104.500000;88.200000;101.300000
Investitionsgüter ;2015 = 100;106.000000;101.400000;85.400000;75.500000;92.600000;92.800000;101.200000;92.800000;80.000000
Konsumgüter ;2015 = 100;106.700000;101.900000;96.600000;93.100000;103.100000;103.100000;103.000000;92.200000;91.600000
Gebrauchsgüter ;2015 = 100;106.100000;106.200000;97.800000;91.900000;109.100000;108.600000;114.700000;96.600000;97.600000
Verbrauchsgüter ;2015 = 100;106.900000;101.000000;96.400000;93.300000;101.900000;101.900000;100.600000;91.300000;90.400000
Energie (ohne Abschnitt E) ;2015 = 100;97.400000;90.400000;84.000000;80.400000;80.100000;92.100000;91.600000;91.900000;95.900000
Energie (ohne Abschnitte D und E) ;2015 = 100;86.600000;76.200000;73.300000;75.800000;71.300000;75.600000;75.100000;74.300000;76.300000
Bergbau und Gewinnung von Steinen und Erden ;2015 = 100;88.800000;76.900000;72.500000;73.300000;76.200000;78.500000;79.800000;66.500000;64.800000
Kohlenbergbau ;2015 = 100;67.900000;34.100000;28.100000;30.600000;30.900000;36.200000;37.500000;34.600000;37.300000
Gewinnung von Erdöl und Erdgas ;2015 = 100;78.000000;73.500000;67.500000;69.700000;55.400000;55.900000;68.200000;72.600000;72.900000
;;;;;;;;;;
Gewinnung von Steinen und Erden, sonstiger Bergbau ;2015 = 100;107.700000;104.300000;100.900000;99.100000;110.900000;114.400000;111.800000;83.300000;77.200000
Erbringung von Dienstleistungen für den Bergbau und ;;;;;;;;;;
;;;;;;;;;;
für die Gewinnung von Steinen und Erden ;2015 = 100;82.300000;109.700000;117.800000;134.600000;146.500000;110.700000;95.500000;88.100000;96.400000
Verarbeitendes Gewerbe ;2015 = 100;105.900000;101.600000;90.700000;84.300000;96.400000;98.200000;102.600000;91.000000;89.900000
H. v. von Nahrungs- und Futtermitteln  ;2015 = 100;102.000000;103.400000;100.500000;99.000000;103.800000;108.800000;105.000000;98.000000;92.100000
Getränkeherstellung ;2015 = 100;102.900000;102.900000;96.500000;114.300000;105.200000;91.000000;82.700000;89.100000;76.300000
Tabakverarbeitung ;2015 = 100;99.000000;85.000000;74.700000;76.000000;87.200000;73.900000;70.500000;66.300000;77.500000
