<< Inhaltsverzeichnis;;;;;;;;;;
"Statistische Wochenberichte
Grundzahlen";;;;;;;;;;
;Einheit;  2018  ;  2019  ;  2020  ;Aug. 20 ;Sep. 20 ;Okt. 20 ;Nov. 20 ;Dez. 20 ;Jan. 21 
;;;;;;;;;;
Produzierendes Gewerbe;;;;;;;;;;
Produktionsindex für das Produzierende Gewerbe1 ;;;;;;;;;;
Originalwert;;;;;;;;;;
Produzierendes Gewerbe ;2015 = 100;105.600000;102.100000;94.500000;85.200000;101.100000;104.200000;106.700000;99.000000;84.000000
;;;;;;;;;;
Produzierendes Gewerbe (ohne Baugewerbe) ;2015 = 100;105.100000;100.400000;90.800000;81.200000;97.200000;100.100000;102.500000;92.300000;85.700000
Bergbau und Verarbeitendes Gewerbe ;2015 = 100;105.500000;100.900000;91.000000;81.200000;98.200000;100.400000;103.000000;92.100000;84.800000
;;;;;;;;;;
Produzierendes Gewerbe (ohne Energie und Baugewerbe) ;2015 = 100;105.700000;101.200000;91.300000;81.300000;98.600000;100.700000;103.400000;92.300000;85.000000
Vorleistungsgüter ;2015 = 100;105.300000;101.500000;95.400000;88.500000;100.300000;105.200000;105.100000;89.600000;96.500000
Investitionsgüter ;2015 = 100;105.700000;100.900000;86.000000;72.400000;94.900000;95.500000;102.000000;94.000000;74.900000
Konsumgüter ;2015 = 100;106.500000;101.500000;97.100000;90.200000;105.000000;105.200000;103.600000;93.600000;87.300000
Gebrauchsgüter ;2015 = 100;105.900000;105.700000;98.500000;87.700000;112.100000;112.100000;115.700000;98.000000;90.700000
Verbrauchsgüter ;2015 = 100;106.600000;100.700000;96.800000;90.700000;103.600000;103.800000;101.100000;92.600000;86.500000
Energie (ohne Abschnitt E) ;2015 = 100;97.200000;90.200000;84.300000;79.900000;80.400000;92.500000;91.700000;92.400000;95.000000
Energie (ohne Abschnitte D und E) ;2015 = 100;86.700000;76.200000;73.500000;75.500000;71.700000;75.700000;74.900000;74.000000;76.300000
Bergbau und Gewinnung von Steinen und Erden ;2015 = 100;88.600000;76.700000;72.800000;71.600000;77.400000;79.900000;80.200000;67.200000;62.600000
Kohlenbergbau ;2015 = 100;67.900000;34.100000;28.200000;30.100000;31.200000;36.600000;37.600000;34.700000;36.300000
Gewinnung von Erdöl und Erdgas ;2015 = 100;77.900000;73.400000;67.600000;69.700000;55.400000;55.900000;68.200000;72.600000;72.900000
;;;;;;;;;;
Gewinnung von Steinen und Erden, sonstiger Bergbau ;2015 = 100;107.400000;103.900000;101.400000;95.700000;113.200000;117.100000;112.500000;84.600000;73.100000
Erbringung von Dienstleistungen für den Bergbau und ;;;;;;;;;;
;;;;;;;;;;
für die Gewinnung von Steinen und Erden ;2015 = 100;82.300000;109.700000;117.800000;134.600000;146.500000;110.700000;95.500000;88.100000;96.400000
Verarbeitendes Gewerbe ;2015 = 100;105.600000;101.200000;91.200000;81.300000;98.500000;100.600000;103.300000;92.300000;85.100000
H. v. von Nahrungs- und Futtermitteln  ;2015 = 100;101.800000;103.100000;100.900000;96.700000;105.200000;110.500000;105.500000;99.300000;88.800000
Getränkeherstellung ;2015 = 100;102.500000;102.500000;97.000000;110.800000;107.100000;93.000000;83.200000;90.900000;72.600000
Tabakverarbeitung ;2015 = 100;98.400000;84.600000;75.200000;72.800000;89.400000;76.100000;71.100000;68.700000;72.400000
