<< Inhaltsverzeichnis;;;;;;;;;;
"Statistische Wochenberichte
Grundzahlen";;;;;;;;;;
;Einheit;  2018  ;  2019  ;  2020  ;Sep. 20 ;Okt. 20 ;Nov. 20 ;Dez. 20 ;Jan. 21 ;Feb. 21 
Verkehr;;;;;;;;;;
noch: Personenverkehr ;;;;;;;;;;
Beförderte Personen;;;;;;;;;;
Luftverkehr ;1 000;222551.29;226934.353;57846.644;4302.193;3664.526;1552.582;1892.685;1656.801;1197.522
Binnenverkehr ;1 000;23540.442;23105.561;5854.293;446.184;352.372;167.059;169.187;129.857;118.185
grenzüberschreitender Verkehr1 ........................................................................  ;1 000;198796.421;203581.839;51905.882;3848.481;3306.232;1380.036;1717.798;1516.933;1077.065
;;;;;;;;;;
;;  2018  ;  2019  ;  2020  ;Juli 20 ;Aug. 20 ;Sep. 20 ;Okt. 20 ;Nov. 20 ;Dez. 20 
;;;;;;;;;;
Kraftfahrzeuge2 ;;;;;;;;;;
Zulassung fabrikneuer Kraftfahrzeuge ;Anzahl;4024514;4232785;3542443;383348;308254;320187;327818;341217;360597
darunter:;;;;;;;;;;
Personenkraftwagen ;Anzahl;3435778;3607258;2917678;314938;251044;265227;274303;290150;311394
Lastkraftwagen ;Anzahl;321966;343708;295166;26666;25485;27181;31095;31065;26000
Besitzumschreibungen gebrauchter Kraftfahrzeuge ;Anzahl;8185356;8206499;8099963;869169;731697;763314;735330;671601;586534
darunter:;;;;;;;;;;
Personenkraftwagen ;Anzahl;7192411;7195437;7021204;747831;629810;664086;653335;599070;526305
Lastkraftwagen ;Anzahl;357175;384139;397751;37873;31630;35833;36166;34581;31783
;;;;;;;;;;
;;  2017  ;  2018  ;  2019  ;Aug. 20 ;Sep. 20 ;Okt. 20 ;Nov. 20 ;Dez. 20 ;Jan. 21 
;;;;;;;;;;
Straßenverkehrsunfälle;;;;;;;;;;
Unfälle mit Personenschaden und Sachschaden ;Anzahl;2643098;2636468;2685661;197024;212453;214712;183540;168124;149963
Unfälle mit Personenschaden ;Anzahl;302656;308721;300143;27630;29558;23947;18926;15759;12430
getötete Personen ;Anzahl;3180;3275;3046;269;270;232;191;190;141
verletzte Personen ;Anzahl;390312;396018;384230;34353;36291;29757;23288;19602;15463
schwerverletzte Personen ;Anzahl;66513;67967;65244;6385;6609;4832;3702;3117;2464
leichtverletzte Personen ;Anzahl;323799;328051;318986;27968;29682;24925;19586;16485;12999
Unfälle mit nur Sachschaden ;Anzahl;2340442;2327747;2385518;169394;182895;190765;164614;152365;137533
dar.: schwerwiegende Unfälle3 ........................................................................  ;Anzahl;90060;84842;84970;6187;6154;7032;5789;6174;6946
;;;;;;;;;;
;;  2018  ;  2019  ;  2020  ;Aug. 20 ;Sep. 20 ;Okt. 20 ;Nov. 20 ;Dez. 20 ;Jan. 21 
;;;;;;;;;;
Außenhandel4;;;;;;;;;;
Einfuhr insgesamt ;Mill. EUR;1088720.41;1104141.071;1025374.74;79404.958;89675.158;92531.461;95167.928;85797.942;84382.713
Warengruppen:;;;;;;;;;;
Ernährungswirtschaft ;Mill. EUR;85246.342;87052.638;88307.562;6750.065;7456.248;7429.649;7461.872;6759.636;6506.831
Lebende Tiere ;Mill. EUR;1440.932;1651.593;1394.934;102.774;85.567;80.2;69.694;69.19;69.865
Nahrungsmittel tierischen Ursprungs ;Mill. EUR;22125.463;22352.455;21552.137;1678.751;1815.229;1825.659;1807.029;1743.099;1459.232
Nahrungsmittel pflanzlichen Ursprungs ;Mill. EUR;50360.856;51533.511;53835.658;4111.516;4511.379;4446.016;4517.835;4039.103;4103.729
Genussmittel ;Mill. EUR;11319.091;11515.079;11524.833;857.024;1044.073;1077.774;1067.314;908.244;874.005
Gewerbliche Wirtschaft ;Mill. EUR;951180.332;962380.402;879874.352;68050.715;77435.968;79279.824;81012.307;71670.058;71153.437
Rohstoffe ;Mill. EUR;83842.694;82181.544;60580.018;4339.989;4933.782;5351.737;5245.512;5595.223;6376.243
Halbwaren ;Mill. EUR;77789.836;75637.207;65459.287;4766.835;5005.523;5752.611;5797.202;5138.963;5487.241
Fertigwaren ;Mill. EUR;789547.802;804561.651;753835.047;58943.891;67496.663;68175.476;69969.593;60935.872;59289.953
Vorerzeugnisse ;Mill. EUR;118991.863;110409.318;97855.67;7434.969;8307.092;8122.761;7529.213;7255.643;7451.507
Enderzeugnisse ;Mill. EUR;670555.939;694152.333;655979.377;51508.922;59189.571;60052.715;62440.38;53680.229;51838.446
Ländergruppen (Ursprungsländer);;;;;;;;;;
Europa ;Mill. EUR;744575.039;747691.641;683249.33;51952.513;60407.314;62557.316;64355.057;57291.678;55420.597
darunter:;;;;;;;;;;
EU-Länder (EU-27) ;Mill. EUR;621693.047;629846.998;580746.355;44608.491;51672.717;53155.024;54998.581;48832.007;45937.616
dar.: Länder der Eurozone ;Mill. EUR;405810.377;409863.349;372680.51;28527.282;32698.642;33689.807;34505.04;31140.416;29746.172
EFTA-Länder ;Mill. EUR;59326.176;58771.283;54337.534;3763.824;4440.836;4926.389;4823.476;4138.265;4634.247
Afrika ;Mill. EUR;22541.873;24475.005;18676.741;1402.179;1581.466;1563.731;1866.852;1770.501;1913.3
Amerika ;Mill. EUR;92444.074;100007.196;93897.629;7659.526;8386.201;8467.451;8345.115;7623.571;6949.83
dar.: NAFTA-Länder ;Mill. EUR;77042.543;85702.944;81066.247;6722.333;7430.489;7369.63;7224.588;6731.834;5918.159
Asien ;Mill. EUR;224354.85;227036.349;224534.265;18025.281;18868.497;19570.954;20131.79;18634.496;19661.297
dar.: ASEAN-Länder ;Mill. EUR;41542.825;40586.204;38594.348;3156.418;3355.862;3340.953;3201.241;3006.41;3181.436
