<< Inhaltsverzeichnis;;;;;;;;;;
"Statistische Wochenberichte
Veränderungen in %";;;;;;;;;;
;Vergleich;;;;;;;;;
;  2019  ;  2020  ;1. Vj 20;2. Vj 20;3. Vj 20;4. Vj 20;1. Vj 20;2. Vj 20;3. Vj 20;4. Vj 20
;gegenüber Vorjahr;;gegenüber Vorjahresquartal;;;;gegenüber Vorquartal;;;
;;;;;;;;;;
Preise;;;;;;;;;;
Preisindizes für Bauwerke1;;;;;;;;;;
Neubau ;;;;;;;;;;
Wohngebäude ;4.276615;2.879581;3.35097;2.974628;2.606429;2.506482;1.296456;0.426621;0.339847;0.42337
Bürogebäude ;4.355717;2.869565;3.430079;3.054101;2.686308;2.497847;1.29199;0.42517;0.338696;0.421941
Gewerbliche Betriebsgebäude ;4.446461;2.867072;3.33626;3.051439;2.595156;2.409639;1.290878;0.424809;0.338409;0.337268
Straßenbau ;6.120612;2.120441;3.267412;2.465986;1.602024;1.345669;1.009251;0.333056;0;0
Brücken im Straßenbau ;4.941599;2.226027;2.943723;2.315609;1.788756;1.785714;1.105442;0.336417;0.167645;0.167364
Ortskanäle ;5.560538;2.293968;3.359173;2.470187;1.858108;1.515152;1.010101;0.25;0.249377;0
Instandhaltung von Wohngebäuden ;;;;;;;;;;
ohne Schönheitsreparaturen ;4.189435;3.496503;3.982301;3.596491;3.220191;3.114187;1.643599;0.510638;0.42337;0.505902
Schönheitsreparaturen in einer Wohnung ;3.849679;2.912621;3.392857;3.188663;2.814424;2.268761;1.04712;0.604491;0.343348;0.25663
;;;;;;;;;;
;  2019  ;  2020  ;Nov. 20 ;Dez. 20 ;Jan. 21 ;Feb. 21 ;Nov. 20 ;Dez. 20 ;Jan. 21 ;Feb. 21 
;gegenüber Vorjahr;;gegenüber Vorjahresmonat;;;;gegenüber Vormonat;;;
;;;;;;;;;;
Index der Großhandelsverkaufspreise1 ................................................................................  ;-9.5419847328000004E-2;-2.005731;-1.734104;-1.156069;0;2.309913;9.8135426888999996E-2;0.588235;2.14425;1.431298
darunter Großhandel mit:  ;;;;;;;;;;
;;;;;;;;;;
landwirtschaftlichen Grundstoffen und lebenden Tieren ;3.897338;-1.646844;-2.594995;-5.310531;-3.043868;1.801802;1.939864;9.5147478591999998E-2;2.946768;4.339797
;;;;;;;;;;
Nahrungs- und Genussmitteln, Getränken und Tabakwaren ;1.327014;1.21609;1.032864;0.280636;0.27959;0.18622;-0.185529;-0.371747;0.373134;0
Gebrauchs- und Verbrauchsgütern ;0.587659;0.389484;0.389484;0.681597;0.777454;1.166181;0;0.29098;0.290135;0.385728
;;;;;;;;;;
