<< Inhaltsverzeichnis;;;;;;;;;;
"Statistische Wochenberichte
;;;;;;;;;;
Gewinnung von Steinen und Erden, sonstiger Bergbau ;-3.156917;-3.259827;-0.435161;5.075188;3.865337;-0.258398;3.155996;-2.272727;-25.49195;-7.322929
Erbringung von Dienstleistungen für den Bergbau und ;;;;;;;;;;
;;;;;;;;;;
für die Gewinnung von Steinen und Erden ;33.292831;7.383774;5.629771;-12.625801;-32.126348;-0.413223;-24.43686;-13.730804;-7.748691;9.421112
Verarbeitendes Gewerbe ;-4.060434;-10.728346;-4.567541;-3.752345;-0.979325;-3.125;1.86722;4.480652;-11.306043;-1.208791
H. v. von Nahrungs- und Futtermitteln  ;1.372549;-2.804642;-3.631532;-7.97546;-4.483431;-10.582524;4.816956;-3.492647;-6.666667;-6.020408
Getränkeherstellung ;0;-6.219631;-6.282183;-12.671595;-7.476636;-14.938685;-13.498099;-9.120879;7.738815;-14.365881
Tabakverarbeitung ;-14.141414;-12.117647;1.371742;-10.759494;0.759878;2.513228;-15.252294;-4.600812;-5.957447;16.892911
H. v. Textilien ;-1.27451;-9.036743;-5.865658;0.493097;5.585106;-5.791107;1.530612;2.41206;-22.080471;14.735516
H. v. Bekleidung ;-3.236246;-19.732441;-14.248705;-17.380353;-22.002472;-17.907228;-15.561224;-0.906344;-3.810976;20.602219
H. v. Leder, Lederwaren und Schuhen ;-1.931923;-17.636023;-3.828198;-13.94148;-17.901938;-17.619048;7.628004;-2.912621;-28;20.138889
;;;;;;;;;;
H. v. Holz-, Flecht-, Korb- und Korkwaren (ohne Möbel) ;-1.608325;3.076923;8.53549;10.344828;13.010753;5.472103;5.502183;3.311258;-15.785256;-6.470029
H. v. Papier, Pappe und Waren daraus ;-2.008032;-4.20082;-2.964427;-1.996008;2.171291;0.809717;3.259727;0;-13.747454;17.591499
"H. v. Druckerzeugnissen; Vervielfältigung von be- ";;;;;;;;;;
;;;;;;;;;;
spielten Ton-, Bild- und Datenträgern ;-6.519453;-12.935883;-10.609244;-9.023355;-7.270694;-9.90099;2.6538;0.705053;-3.267211;-12.183353
Kokerei und Mineralölverarbeitung ;-2.680412;-0.847458;0.515464;3.24748;-6.10766;-7.043651;4.83871;-5.435897;-1.626898;3.307607
H. v. chemischen Erzeugnissen ;-3.012048;-1.138716;2.371134;4.930332;10.618436;4.775828;10.088692;-1.409869;-3.166496;13.396624
H. v. chemischen Grundstoffen usw. ;-2.655771;-0.734523;3.743316;5.210643;12.965051;4.803074;14.521842;-2.164948;5.584826;8.882236
H. v. Chemiefasern ;-9.758657;-12.44186;1.536643;7.360406;2.008032;-3.076923;7.914573;-1.513388;-9.929078;7.480315
H. v. pharmazeutischen Erzeugnissen ;-15.566038;-0.465549;-6.614447;-2.01049;8.56202;3.550864;-4.537367;4.473439;-11.775201;9.100101
H. v. Gummi- und Kunststoffwaren ;-2.360718;-8.897485;-2.151543;-0.562852;3.851091;0;3.461919;1.338432;-23.679245;24.227441
H. v. Gummiwaren ;-1.805416;-18.079673;-9.661355;-8.682635;-5.084746;-7.645875;2.254791;0.882029;-26.557377;36.607143
H. v. Kunststoffwaren ;-2.32342;-6.565176;-0.275735;1.568266;6;2.081269;3.629417;1.474654;-22.97911;21.462264
H. v. Glas und Glaswaren, Keramik, Verarbeitung von ;;;;;;;;;;
Steinen und Erden ;-1.332065;-2.507232;0.535236;1.446655;6.090134;3.773585;2.268603;-0.443656;-22.370766;1.033295
Metallerzeugung und -bearbeitung ;-6.108374;-13.326338;-4.612159;-0.547645;3.75;-0.549451;5.446118;-0.21978;-17.731278;21.151272
H. v. Metallerzeugnissen ;-3.467153;-11.531191;-5;-2.264493;2.668213;0.207039;1.886792;5.165692;-17.979611;9.378531
H. v. Datenverarbeitungsgeräten, elektronischen und ;;;;;;;;;;
optischen Erzeugnissen ;2.797834;-7.023705;-6.364429;1.775148;0.857633;3.317536;-0.371058;12.104283;-2.325581;-7.312925
H. v. elektrischen Ausrüstungen  ;-6.511628;-7.661692;-2.986513;-1.519468;2.634731;2.415966;2.233503;2.979146;-17.357763;13.768961
Maschinenbau ;-2.816901;-13.623188;-10.447761;-9.199632;-8.833619;-0.840336;-4.357067;9.666667;7.700101;-22.29539
H. v. Kraftwagen und Kraftwagenteilen ;-11.111111;-25;-5.228031;-5.822268;-1.047904;-15.577889;4.156479;8.215962;-28.308026;1.664145
Sonstiger Fahrzeugbau ;7.191781;-8.306709;-7.476636;-12.544045;-9.067358;-14.645309;0.763359;4.461279;-15.149073;6.267806
Schiff- und Bootsbau ;4.327808;-5.207414;-5.022422;-9.135004;-10.882353;-6.516492;3.721841;6.137866;-19.128114;27.832783
Luft- und Raumfahrzeugbau ;7.551867;-12.42284;-14.623338;-16.285516;-17.20524;-18.772563;-0.772532;4.49827;-21.523179;18.670886
H. v. Möbeln  ;-1.026694;-7.157676;0.292398;-0.556586;2.860548;-3.269448;0.292398;4.178814;-19.496269;-0.579374
H. v. sonstigen Waren ;-1.169065;-3.730664;0.338123;2.52443;-0.287908;1.09127;5.604982;6.065712;-17.474186;-1.924928
Reparatur und Installation von Maschinen und ;;;;;;;;;;
Ausrüstungen ;2.700186;-10.607434;-4.64684;-9.248555;-11.668928;-5.148741;3.846154;7.11501;18.471338;-36.328725
Energieversorgung ;-6.432161;-7.518797;0.63358;-4.627767;-4.317269;-3.391473;16.503667;-0.524659;0.527426;4.616999
Baugewerbe ;3.48944;3.371783;3.20197;3.797468;10.369775;-8.72093;3.117309;4.375497;4.64939;-42.825929
darunter:;;;;;;;;;;
Bauhauptgewerbe ;6.212766;4.407051;2.894356;3.543022;1.671583;-13.56256;-1.25;0.703235;-27.793296;-12.475822
Hochbau ;6.370495;3.861308;2.591793;3.097983;0.573614;-13.404826;-0.696864;0.421053;-26.484976;-7.889734
Tiefbau ;6.028369;5.769231;3.516484;4.674945;4.77707;-14.12037;-2.752925;1.415428;-31.123517;-24.822695
Hochbau (inklusive Ausbaugewerbe) ;3.136531;2.951699;3.171953;3.6;10.88647;-8.023256;4.128054;4.773463;10.11583;-44.530154
Ausbaugewerbe ;1.073171;2.316602;3.564899;3.914894;15.042373;-3.337969;7.69962;7.76699;33.415233;-57.335789
;;;;;;;;;;

1 Ergebnisse für den aktuellen Monat vorläufig.;;;;;;;;;;
