<< Inhaltsverzeichnis;;;;;;;;;;
"Statistische Wochenberichte
Halbwaren ;-1.59292;-12.320144;-10.545455;-7.581227;-2.707581;6.517691;2.074689;4.065041;5.273438;6.122449
Fertigwaren ;0;-1.201201;-1.10664;-1.008065;-0.201613;0;0;-0.101729;0.814664;0.505051
;;;;;;;;;;
Erzeugnisse der Land- und Forstwirtschaft, Fischerei ;2.087683;2.556237;-1.905717;-4.027505;-1.538462;-0.666032;-1.112235;-0.102249;4.810645;1.953125
"Erzeugnisse des Bergbaus; Steine und Erden; ";;;;;;;;;;
Erzeugnisse des Verarbeitenden Gewerbes, Strom ;-1.068999;-4.616896;-4.137931;-3.543307;-1.384768;1.198801;0.516529;0.719424;1.734694;1.604814
Erzeugnisse der Vorleistungsgüterproduzenten ;-0.668577;-2.403846;-0.874636;0.194932;2.434275;3.976722;0.492611;0.784314;2.33463;1.901141
Erzeugnisse der Investitionsgüterproduzenten ;0.102564;-0.614754;-0.720165;-1.028807;-0.924974;-0.924025;0;-0.310881;0.2079;0.103734
Erzeugnisse der Konsumgüterproduzenten ;1.301301;0.197628;-0.590551;-1.278269;-1.176471;-1.076321;0;-0.594059;0.398406;0.297619
Erzeugnisse der Gebrauchsgüterproduzenten ;0.718686;-0.203874;-0.61287;-1.123596;-1.223242;-1.419878;0;-0.513875;0.103306;0.309598
Erzeugnisse der Verbrauchsgüterproduzenten ;1.39165;0.294118;-0.584795;-1.361868;-1.260912;-1.065891;0;-0.588235;0.394477;0.294695
Erzeugnisse der Energieproduzenten ;-8.535565;-31.290027;-27.803099;-23.877917;-13.113208;5.16333;4.347826;7.070707;8.608491;8.360478
Erzeugnisse des Verarbeitenden Gewerbes ;-0.197628;-2.178218;-2.186879;-1.988072;-0.894632;0.199005;0.203666;0.203252;1.115619;1.003009
;;;;;;;;;;
;  2019  ;  2020  ;Nov. 20 ;Dez. 20 ;Jan. 21 ;Feb. 21 ;Nov. 20 ;Dez. 20 ;Jan. 21 ;Feb. 21 
;gegenüber Vorjahr;;gegenüber Vorjahresmonat;;;;gegenüber Vormonat;;;
;;;;;;;;;;
Index der Ausfuhrpreise ;0.490677;-0.683594;-0.585938;-0.585366;9.7370983447000001E-2;0.682261;0.394477;9.8231827112E-2;0.883219;0.486381
Güter für Euro-Länder ;-0.193986;-1.457726;-0.682927;-0.292398;0.97371;1.956947;0.295567;0.491159;1.368524;0.48216
Güter für Nicht-Euro-Länder ;0.889328;-0.195886;-0.683594;-0.683594;-0.389484;-9.7181729834999994E-2;0.295858;0;0.589971;0.488759
;;;;;;;;;;
Erzeugnisse der Land- und Forstwirtschaft, Fischerei ;1.103956;-3.821656;-2.634055;-5.6621;-2.624434;-0.635209;0.485437;-0.193237;4.162633;1.765799
"Erzeugnisse des Bergbaus; Steine und Erden; ";;;;;;;;;;
Erzeugnisse des Verarbeitenden Gewerbes, Strom ;0.589391;-0.683594;-0.682927;-0.585366;0;0.487329;0.295567;9.8231827112E-2;0.785083;0.389484
Erzeugnisse der Vorleistungsgüterproduzenten ;9.6525096525000006E-2;-1.253616;-0.678952;-0.29098;0.774443;1.73913;0.29383;0.390625;1.264591;1.152738
Erzeugnisse der Investitionsgüterproduzenten ;1.195219;0.492126;0.196271;0;0;-9.7560975610000003E-2;0.294695;-0.195886;0.392542;9.7751710655000004E-2
Erzeugnisse der Konsumgüterproduzenten ;0.994036;0.393701;-0.293542;-0.683594;-0.779727;-0.681597;9.8231827112E-2;-0.196271;9.8328416912000005E-2;0.196464
Erzeugnisse der Gebrauchsgüterproduzenten ;0.981354;1.166181;1.065891;0.968992;0.868726;0.674374;0;-9.5877277085000004E-2;0.287908;0
Erzeugnisse der Verbrauchsgüterproduzenten ;0.997009;0.29615;-0.686275;-0.978474;-1.074219;-0.97561;0;-9.8716683119000004E-2;9.8814229249000005E-2;0.197433
Erzeugnisse der Energieproduzenten ;-9.290096;-23.671498;-17.732558;-12.058824;0.200401;13.839286;3.789731;5.65371;11.48272;2
Erzeugnisse des Verarbeitenden Gewerbes ;0.786627;-0.487805;-0.682261;-0.778968;-0.291545;0.194175;0.295276;0;0.686948;0.584795
;;;;;;;;;;
;;;;;;;;;;
1 Ein getrennter Nachweis für das Telefonieren im Festnetz und die Internetnutzung ist aufgrund der zunehmenden Verschmelzung dieser beiden Bereiche (Zunahme der Komplettan- ;;;;;;;;;;
gebote: Festnetz-, DSL-Anschluss, Inlands-Festnetz-Flatrate und Internet-Flatrate) nicht mehr möglich.;;;;;;;;;;
