Stand: 29.03.2021;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;Sterbefälle nach Monaten und Altersgruppen 2016 bis 2021 in Deutschland;;;;;;;;;;;;;
;;;Ergebnisse für die Jahre 2020 und 2021 aus Rohdaten;;;;;;;;;;;;;
;;;Insgesamt;;;;;;;;;;;;;

Lfd.;Jahr;Alter von ... bis;Monate;;;;;;;;;;;;Insgesamt;
Nr.;;unter … Jahren;Januar;Februar;März;April;Mai;Juni;Juli;August;September;Oktober;November;Dezember;;
1;2021;Insgesamt;105792;81603;;;;;;;;;;;;
2;2021;0-15;289;211;;;;;;;;;;;;
3;2021;15-30;286;265;;;;;;;;;;;;
4;2021;30-35;232;180;;;;;;;;;;;;
5;2021;35-40;322;287;;;;;;;;;;;;
6;2021;40-45;515;457;;;;;;;;;;;;
7;2021;45-50;881;759;;;;;;;;;;;;
8;2021;50-55;1938;1692;;;;;;;;;;;;
9;2021;55-60;3428;2888;;;;;;;;;;;;
10;2021;60-65;4926;4243;;;;;;;;;;;;
11;2021;65-70;6701;5614;;;;;;;;;;;;
12;2021;70-75;8240;6721;;;;;;;;;;;;
13;2021;75-80;12121;9697;;;;;;;;;;;;
14;2021;80-85;21962;16451;;;;;;;;;;;;
15;2021;85-90;20982;15535;;;;;;;;;;;;
16;2021;90-95;16257;11653;;;;;;;;;;;;
17;2021;95 u. mehr;6712;4950;;;;;;;;;;;;
18;2020;Insgesamt;85419;80065;87504;83868;75818;72169;73809;78701;74075;79645;86031;108628;985535;
19;2020;0-15;281;299;323;298;282;282;289;286;286;266;254;279;3421;
20;2020;15-30;330;334;319;293;312;332;339;362;308;323;312;304;3866;
21;2020;30-35;260;194;242;232;206;217;256;210;230;207;207;219;2679;
22;2020;35-40;381;337;341;353;351;314;346;321;327;333;336;409;4146;
23;2020;40-45;491;463;515;518;503;482;468;500;471;475;471;544;5897;
24;2020;45-50;869;805;864;868;817;814;796;804;773;774;769;837;9784;
25;2020;50-55;1955;1702;1892;1727;1744;1650;1732;1654;1634;1700;1714;1812;20908;
26;2020;55-60;3193;3007;3176;3047;3013;2914;2949;2985;2832;3065;3061;3422;36646;
27;2020;60-65;4453;4170;4458;4213;4156;3918;4102;4135;3944;4237;4267;4906;50941;
28;2020;65-70;5846;5518;6114;5636;5379;5159;5272;5526;5221;5594;5673;6603;67526;
29;2020;70-75;6666;6223;6906;6596;6122;5894;5887;6295;6088;6550;6880;8508;78593;
30;2020;75-80;11051;10475;11274;10832;9521;8970;9402;9607;9237;9650;10394;12745;123131;
31;2020;80-85;16673;15793;17126;16771;14696;13911;14293;15479;14542;15709;17313;22399;194678;
32;2020;85-90;15667;14531;16091;15572;13965;13126;13193;14478;13666;14729;16704;21904;183608;
33;2020;90-95;12328;11493;12621;11989;10405;9969;10268;11324;10114;11371;12489;16817;141172;
34;2020;95 u. mehr;4975;4721;5242;4923;4346;4217;4217;4735;4402;4662;5187;6920;58539;
35;2019;Insgesamt;85105;81009;86739;77410;75669;73483;76926;73444;71022;77006;78378;83329;939520;
36;2019;0-15;333;326;320;294;272;297;283;283;285;279;276;308;3556;
37;2019;15-30;333;327;332;305;337;335;370;363;303;319;327;318;3969;
38;2019;30-35;232;199;228;238;220;224;218;215;219;213;209;220;2635;
39;2019;35-40;306;323;335;308;289;336;317;343;324;334;326;358;3899;
40;2019;40-45;485;449;498;416;445;476;443;448;432;445;470;428;5435;
41;2019;45-50;952;851;892;850;823;857;814;824;781;847;814;835;10140;
42;2019;50-55;1981;1852;1961;1770;1703;1758;1762;1740;1743;1698;1695;1752;21415;
43;2019;55-60;3132;2949;3129;2956;2963;2908;2990;2821;2769;2900;2969;3066;35552;
44;2019;60-65;4424;4060;4499;3965;4014;3936;4072;3904;3756;4075;4065;4196;48966;
45;2019;65-70;5824;5617;5827;5340;5426;5122;5527;5294;5124;5361;5287;5755;65504;
46;2019;70-75;6542;6391;6703;6140;6010;5746;6129;5839;5593;6116;6115;6566;73890;
47;2019;75-80;11790;11199;12089;10862;10606;10217;10452;10041;9713;10518;10513;11065;129065;
48;2019;80-85;16152;15632;16724;14947;14562;14108;14949;14177;13702;14922;15388;16176;181439;
49;2019;85-90;15582;14812;15852;13883;13236;13055;13615;13033;12550;13783;14115;15410;168926;
50;2019;90-95;11986;11402;12319;10703;10492;9980;10611;10048;9768;10727;11234;11987;131257;
51;2019;95 u. mehr;5051;4620;5031;4433;4271;4128;4374;4071;3960;4469;4575;4889;53872;
52;2018;Insgesamt;84973;85799;107104;79539;74648;69328;75605;78370;69708;74039;74762;80999;954874;
53;2018;0-15;314;288;329;303;263;322;311;309;269;312;293;300;3613;
54;2018;15-30;386;329;377;357;355;345;370;371;329;336;323;324;4202;
55;2018;30-35;243;194;248;209;229;210;240;231;199;209;208;217;2637;
56;2018;35-40;304;287;373;324;343;317;330;323;280;302;341;309;3833;
57;2018;40-45;496;485;536;457;463;418;495;462;418;435;424;458;5547;
58;2018;45-50;1051;946;1070;915;917;873;940;930;849;886;837;846;11060;
59;2018;50-55;1991;1927;2226;1898;1849;1845;1817;1909;1759;1850;1775;1808;22654;
60;2018;55-60;3204;3035;3748;3092;2966;2748;2956;3030;2742;2957;2961;3013;36452;
61;2018;60-65;4392;4190;5062;4140;4006;3863;4053;4052;3756;3972;3912;4186;49584;
62;2018;65-70;5685;5608;6927;5470;5303;4842;5344;5546;5013;5201;5241;5480;65660;
63;2018;70-75;6671;6878;8192;6292;5924;5555;6075;6099;5582;5987;5811;6371;75437;
64;2018;75-80;12442;12480;15298;11587;10758;10125;10768;11237;9880;10584;10711;11430;137300;
65;2018;80-85;15346;15584;19658;14500;13819;12784;13747;14500;13066;13804;14291;15589;176688;
66;2018;85-90;15761;15943;20552;14541;13562;12196;13661;14340;12394;13189;13392;14537;174068;
67;2018;90-95;11827;12411;15861;10929;9847;9168;10347;10717;9384;9945;10106;11429;131971;
