Stand: 29.01.2021;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;Sterbefälle nach Monaten und Altersgruppen 2016 bis 2020 in Deutschland;;;;;;;;;;;;;
;;;Ergebnisse für das Jahr 2020 aus Rohdaten;;;;;;;;;;;;;
;;;Weiblich;;;;;;;;;;;;;

Lfd.;Jahr;Alter von ... bis;Monate;;;;;;;;;;;;Insgesamt;
Nr.;;unter … Jahren;Januar;Februar;März;April;Mai;Juni;Juli;August;September;Oktober;November;Dezember;;
1;2020;Insgesamt;42831;40253;43765;41758;37786;35818;36656;39710;37182;39455;42364;53531;491109;
2;2020;0-15;126;154;147;138;123;134;127;118;127;126;126;113;1559;
3;2020;15-30;97;92;97;76;91;88;89;101;94;96;91;94;1106;
4;2020;30-35;75;63;88;74;65;66;87;71;82;68;58;62;859;
5;2020;35-40;142;112;100;127;116;110;107;102;98;114;106;127;1361;
6;2020;40-45;178;143;185;182;170;165;170;160;163;153;158;178;2005;
7;2020;45-50;333;273;307;319;298;275;289;281;286;273;276;310;3520;
8;2020;50-55;717;622;658;566;585;585;600;588;561;612;549;585;7228;
9;2020;55-60;1103;1051;1116;1063;1022;1050;1010;995;991;1039;1062;1096;12598;
10;2020;60-65;1547;1501;1512;1417;1446;1343;1392;1491;1428;1495;1430;1674;17676;
11;2020;65-70;2121;2027;2198;2023;1962;1828;1872;2038;1887;2086;1951;2292;24285;
12;2020;70-75;2585;2469;2721;2533;2397;2327;2333;2494;2435;2482;2634;3193;30603;
13;2020;75-80;4688;4561;4740;4567;4135;3793;4065;4154;3971;4125;4417;5111;52327;
14;2020;80-85;8085;7713;8234;8043;6984;6705;6916;7528;7082;7494;8202;10613;93599;
15;2020;85-90;8825;8147;9048;8775;8027;7418;7462;8175;7714;8218;9132;12018;102959;
16;2020;90-95;8216;7586;8447;7982;6961;6591;6782;7615;6751;7446;8197;10733;93307;
17;2020;95 u. mehr;3993;3739;4167;3873;3404;3340;3355;3799;3512;3628;3975;5332;46117;
18;2019;Insgesamt;42998;41031;44309;38941;37846;36562;38858;37102;35908;38687;39478;41915;473635;
19;2019;0-15;140;152;139;128;120;127;124;111;142;126;107;138;1554;
20;2019;15-30;95;97;104;92;107;75;103;93;91;90;89;108;1144;
21;2019;30-35;66;73;79;72;73;80;63;79;76;61;72;88;882;
22;2019;35-40;121;116;118;123;89;130;107;116;116;119;132;121;1408;
23;2019;40-45;170;158;160;140;158;142;150;150;141;179;161;157;1866;
24;2019;45-50;353;296;307;308;286;302;266;305;267;294;287;315;3586;
25;2019;50-55;685;673;666;637;621;640;662;616;668;621;648;607;7744;
26;2019;55-60;1064;1029;1084;1053;1079;998;1084;995;988;1022;1042;1097;12535;
27;2019;60-65;1496;1488;1622;1396;1438;1351;1395;1407;1331;1457;1448;1485;17314;
28;2019;65-70;2112;2083;2187;1931;1937;1834;2041;1900;1936;1953;1887;2173;23974;
29;2019;70-75;2593;2486;2712;2439;2373;2193;2382;2308;2263;2390;2368;2613;29120;
30;2019;75-80;5057;4731;5163;4650;4349;4256;4572;4394;4205;4505;4516;4643;55041;
31;2019;80-85;7926;7620;8387;7318;7101;6895;7355;6880;6652;7219;7451;7867;88671;
32;2019;85-90;9005;8460;9184;7948;7615;7494;7794;7534;7266;7866;8075;8688;96929;
33;2019;90-95;8104;7879;8403;7155;7125;6746;7246;6933;6606;7210;7595;7973;88975;
34;2019;95 u. mehr;4011;3690;3994;3551;3375;3299;3514;3281;3160;3575;3600;3842;42892;
